Number,Date,USD,EUR,GBP,CHF,JPY,CAD,AUD
1,11/02/2015,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,12/02/2015,0.989754,1.008131,1.009789,0.998667,1.010545,1.008618,1.004456
3,13/02/2015,0.988253,1.006364,1.010380,0.996780,1.012128,1.013495,1.003523
4,14/02/2015,0.989684,1.006364,1.010380,0.993895,1.010630,1.013145,1.003523
5,15/02/2015,0.986947,1.007786,1.010349,0.996780,1.013494,1.013072,1.005726
6,16/02/2015,0.986415,1.001949,1.007448,0.995957,1.014161,1.011415,1.004456
7,17/02/2015,0.991980,1.008200,1.007262,0.992052,1.008070,1.018255,1.011685
8,18/02/2015,0.987911,1.007786,1.012876,0.985986,1.012478,1.013007,1.011166
9,19/02/2015,0.990429,1.004842,1.011627,0.978166,1.009934,1.010144,1.009741
10,20/02/2015,0.990487,1.006100,1.010380,0.989874,1.009747,1.006815,1.015597
11,21/02/2015,0.990814,1.006100,1.010380,0.986744,1.009428,1.006484,1.015597
12,22/02/2015,0.991033,1.006146,1.009603,0.987349,1.009187,1.006710,1.016089
13,23/02/2015,0.989832,1.001859,1.013753,0.976962,1.010656,1.003500,1.010130
14,24/02/2015,0.989629,1.002393,1.014191,0.977476,1.010749,1.009683,1.014404
15,25/02/2015,0.988901,1.004568,1.018774,0.979115,1.011345,1.014946,1.021011
16,26/02/2015,0.993663,0.990576,1.011502,0.974911,1.006643,1.009118,1.010804
17,27/02/2015,0.995128,0.989922,1.012814,0.973684,1.005102,1.009102,1.011231
18,28/02/2015,0.995590,0.989922,1.012814,0.973928,1.004621,1.008415,1.011231
19,01/03/2015,0.997330,0.986740,1.010723,0.973174,1.002871,1.008190,1.008199
20,02/03/2015,1.000445,0.988251,1.007633,0.968910,0.999717,1.006221,1.004560
21,03/03/2015,0.995803,0.988527,1.008129,0.966590,1.004455,1.010735,1.012617
22,04/03/2015,0.995984,0.979676,1.001465,0.963982,1.004338,1.015502,1.013032
23,05/03/2015,0.999346,0.975255,1.000320,0.953853,1.001041,1.010799,1.008161
24,06/03/2015,1.005856,0.958807,0.986705,0.942489,0.994801,0.999517,0.999197
25,07/03/2015,1.006824,0.958807,0.986705,0.942489,0.993807,0.999317,0.999197
26,08/03/2015,1.005347,0.958807,0.987863,0.943321,0.995287,1.001111,1.000026
27,09/03/2015,1.010768,0.957696,0.990952,0.940751,0.989803,0.999683,0.995233
28,10/03/2015,1.008097,0.946671,0.989458,0.930468,0.992829,0.995455,0.989534
29,11/03/2015,1.011430,0.932530,0.979676,0.920371,0.989779,0.990431,0.984870
30,12/03/2015,1.010419,0.939387,0.977123,0.926199,0.990537,0.994185,0.997941
31,13/03/2015,1.011246,0.928095,0.967483,0.923712,0.990031,0.987223,0.989028
32,14/03/2015,1.011247,0.928095,0.967212,0.923853,0.990031,0.986864,0.989275
33,15/03/2015,1.011027,0.926597,0.968054,0.922565,0.990333,0.984426,0.986295
34,16/03/2015,1.011064,0.934670,0.972646,0.921604,0.990137,0.987771,0.989792
35,17/03/2015,1.010400,0.936889,0.967811,0.923501,0.990848,0.986705,0.987215
36,18/03/2015,0.999845,0.959161,0.981582,0.946591,1.000883,1.005122,1.007280
37,19/03/2015,1.005966,0.943156,0.968440,0.938327,0.995098,0.993386,0.991735
38,20/03/2015,0.999465,0.956866,0.981185,0.953099,1.001250,1.005170,1.006697
39,21/03/2015,0.999706,0.956866,0.981185,0.951267,1.001016,1.004957,1.006697
40,22/03/2015,0.999558,0.957094,0.980350,0.950077,1.001191,1.002885,1.007980
41,23/03/2015,0.997004,0.967559,0.980921,0.961387,1.003507,1.007667,1.019845
42,24/03/2015,0.997357,0.963762,0.973180,0.967829,1.003164,1.008634,1.018317
43,25/03/2015,0.995186,0.968927,0.976032,0.967013,1.005455,1.007184,1.013938
44,26/03/2015,0.992545,0.962377,0.974785,0.964202,1.008281,1.011026,1.014573
45,27/03/2015,0.992315,0.962964,0.976076,0.965385,1.008730,1.000381,1.003912
46,28/03/2015,0.992793,0.962964,0.976076,0.965385,1.008226,1.000100,1.003912
47,29/03/2015,0.993290,0.962251,0.976585,0.966168,1.007715,1.000714,1.001594
48,30/03/2015,0.999655,0.957415,0.971552,0.960036,1.001308,0.995558,0.991606
49,31/03/2015,0.999892,0.949273,0.972892,0.955256,1.001233,0.994404,0.986062
50,01/04/2015,0.996189,0.952085,0.973368,0.961188,1.004984,1.000523,0.985129
51,02/04/2015,0.997053,0.960996,0.972964,0.967426,1.003952,1.004402,0.981632
52,03/04/2015,0.996803,0.970384,0.972920,0.975628,1.003926,1.011626,0.987953
53,04/04/2015,0.991612,0.970384,0.972920,0.975628,1.009428,1.009600,0.987953
54,05/04/2015,0.989732,0.972541,0.979530,0.975382,1.011336,1.011383,0.989663
55,06/04/2015,0.995131,0.966660,0.976905,0.969466,1.005800,1.011423,0.982979
56,07/04/2015,1.001739,0.956877,0.972517,0.961785,0.999002,1.009037,0.989534
57,08/04/2015,1.000155,0.953440,0.976105,0.961238,1.000633,1.006020,0.995181
58,09/04/2015,1.004026,0.943166,0.965376,0.950592,0.996848,1.003172,0.997733
59,10/04/2015,1.001348,0.937594,0.960134,0.948747,0.999750,1.003915,0.994249
60,11/04/2015,1.001283,0.937942,0.960134,0.949300,0.999814,1.003582,0.994249
61,12/04/2015,1.001430,0.937932,0.960500,0.948544,0.999676,1.003779,0.993134
62,13/04/2015,1.000364,0.934670,0.962289,0.950368,1.000925,1.001985,0.982539
63,14/04/2015,0.995304,0.941228,0.969112,0.954726,1.005969,1.010678,0.986101
64,15/04/2015,0.992460,0.943851,0.972819,0.962583,1.008620,1.025439,0.994379
65,16/04/2015,0.991285,0.950815,0.978945,0.970976,1.009459,1.034062,1.008653
66,17/04/2015,0.990075,0.955532,0.981905,0.976551,1.010681,1.030969,1.007954
67,18/04/2015,0.990137,0.955532,0.981905,0.975321,1.010630,1.030444,1.007954
68,19/04/2015,0.989367,0.955646,0.981993,0.976140,1.011379,1.033274,1.011218
69,20/04/2015,0.992596,0.950099,0.978157,0.972155,1.008180,1.032234,1.000208
70,21/04/2015,0.996130,0.949589,0.979852,0.972868,1.004489,1.028574,0.999093
71,22/04/2015,0.998688,0.948184,0.986541,0.958015,1.001834,1.030632,1.003653
72,23/04/2015,0.995369,0.956069,0.987492,0.972155,1.005010,1.038701,1.007254
73,24/04/2015,0.990298,0.961445,0.996522,0.973888,1.010231,1.035870,1.012967
74,25/04/2015,0.991058,0.961445,0.996522,0.973888,1.009428,1.035465,1.012967
75,26/04/2015,0.990076,0.960839,0.995659,0.974052,1.010452,1.036781,1.014301
76,27/04/2015,0.991551,0.961633,0.998752,0.972247,1.008764,1.043331,1.018874
77,28/04/2015,0.988831,0.969692,1.006042,0.971149,1.011336,1.048185,1.035649
78,29/04/2015,0.989737,0.982528,1.012079,0.987664,1.010087,1.049807,1.035558
79,30/04/2015,0.993659,0.991398,1.007340,0.995178,1.006011,1.044627,1.023213
80,01/05/2015,0.993051,0.990099,1.007293,0.996245,1.006786,1.037992,1.016788
81,02/05/2015,0.999608,0.990099,1.007293,1.009402,0.999814,1.037383,1.016788
82,03/05/2015,0.999373,0.988859,0.993699,0.995071,1.000283,1.037412,1.013887
83,04/05/2015,0.999049,0.985606,0.992136,0.994688,1.000583,1.043374,1.015441
84,05/05/2015,0.997398,0.988892,0.995508,1.001629,1.002068,1.045267,1.027358
85,06/05/2015,0.992942,1.002609,0.999954,1.013256,1.006474,1.048098,1.030467
86,07/05/2015,0.995605,0.994253,1.010785,1.007595,1.003851,1.042038,1.023213
87,08/05/2015,0.996269,0.990011,1.013079,0.998817,1.003172,1.044678,1.027501
88,09/05/2015,0.996055,0.990011,1.013079,0.996031,1.003420,1.044512,1.027501
89,10/05/2015,0.996231,0.989578,1.012548,0.996973,1.003256,1.043555,1.026322
90,11/05/2015,0.999077,0.985189,1.021932,0.993793,1.000325,1.043279,1.023083
91,12/05/2015,0.996396,0.991999,1.028098,1.000409,1.002796,1.051154,1.034846
92,13/05/2015,0.990621,1.003405,1.032629,1.012759,1.008476,1.055463,1.050713
93,14/05/2015,0.990846,1.008223,1.034730,1.017642,1.008214,1.052908,1.047177
94,15/05/2015,0.991893,1.012322,1.031898,1.014729,1.007208,1.050331,1.040156
95,16/05/2015,0.992069,1.012322,1.031898,1.014729,1.007025,1.050050,1.040156
96,17/05/2015,0.992030,1.011766,1.033019,1.014640,1.007039,1.050384,1.042372
97,18/05/2015,0.996940,1.001257,1.027615,1.002916,1.002252,1.038864,1.035571
98,19/05/2015,1.003357,0.985387,1.017937,0.991036,0.996005,1.031719,1.026024
99,20/05/2015,1.007881,0.981329,1.019693,0.992095,0.991403,1.033638,1.020364
100,21/05/2015,1.006422,0.982310,1.027631,0.991184,0.992820,1.034520,1.023213
101,22/05/2015,1.010852,0.973665,1.016281,0.984522,0.988647,1.027778,1.011969
102,23/05/2015,1.010510,0.973665,1.016281,0.984522,0.989000,1.027277,1.011969
103,24/05/2015,1.010510,0.973665,1.016281,0.984522,0.989000,1.027277,1.011969
104,25/05/2015,1.011321,0.969873,1.015054,0.982232,0.988240,1.024165,1.013627
105,26/05/2015,1.022713,0.962597,1.010225,0.975833,0.977103,1.015502,1.003005
106,27/05/2015,1.028766,0.963583,1.007046,0.977795,0.971149,1.013088,1.001710
107,28/05/2015,1.029403,0.968916,1.005009,0.984836,0.970522,1.015445,0.991606
108,29/05/2015,1.031882,0.971910,1.003564,0.987916,0.968098,1.013251,0.989741
109,30/05/2015,1.031882,0.971910,1.003564,0.987916,0.968098,1.013251,0.989741
110,31/05/2015,1.031882,0.971910,1.003564,0.987916,0.968098,1.013251,0.989741
111,01/06/2015,1.037834,0.965614,0.997188,0.981712,0.962538,1.007394,0.986036
112,02/06/2015,1.030769,0.985683,1.006366,0.994954,0.968832,1.016377,1.005337
113,03/06/2015,1.032875,0.995215,1.005502,0.993751,0.966743,1.012925,1.006633
114,04/06/2015,1.033646,0.990798,1.008021,0.993687,0.966152,1.009845,0.995622
115,05/06/2015,1.043720,0.982769,1.001787,0.989105,0.956615,1.014775,0.986774
116,06/06/2015,1.043720,0.982769,1.001787,0.989105,0.956615,1.014775,0.986774
117,07/06/2015,1.043720,0.982769,1.001787,0.989105,0.956615,1.014775,0.986774
118,08/06/2015,1.034943,0.997259,1.006768,1.001402,0.964733,1.016680,0.995622
119,09/06/2015,1.033087,0.998859,1.009929,0.998581,0.966471,1.022447,0.996010
120,10/06/2015,1.021187,1.000000,1.016675,0.996320,0.978057,1.027945,1.001451
121,11/06/2015,1.026947,0.993694,1.017463,0.994432,0.972399,1.026356,1.003472
122,12/06/2015,1.025226,0.995765,1.020946,1.000754,0.974062,1.024823,1.000687
123,13/06/2015,1.025226,0.995765,1.020946,1.000754,0.974062,1.024823,1.000687
124,14/06/2015,1.025226,0.995765,1.020946,1.000754,0.974062,1.024823,1.000687
125,15/06/2015,1.025583,0.996910,1.023176,0.998774,0.973667,1.024440,1.004703
126,16/06/2015,1.025759,0.993817,1.026040,0.996780,0.973517,1.026156,1.002876
127,17/06/2015,1.026225,1.005128,1.039715,1.008470,0.972800,1.031728,1.000415
128,18/06/2015,1.021914,1.005196,1.041730,1.008032,0.976976,1.031812,1.008835
129,19/06/2015,1.019213,1.004157,1.042143,1.012207,0.979700,1.028884,1.006037
130,20/06/2015,1.019213,1.004157,1.042143,1.012207,0.979700,1.028884,1.006037
131,21/06/2015,1.019213,1.004157,1.042143,1.012207,0.979700,1.028884,1.006037
132,22/06/2015,1.025103,1.003280,1.038481,1.008152,0.973991,1.024648,1.000933
133,23/06/2015,1.029172,0.987644,1.032694,0.994858,0.970208,1.023841,1.002708
134,24/06/2015,1.029180,0.990721,1.030650,0.994858,0.970279,1.018815,0.998472
135,25/06/2015,1.027101,0.990365,1.032954,0.991639,0.972265,1.023102,1.001607
136,26/06/2015,1.029278,0.987445,1.033475,0.995391,0.970208,1.024490,0.991334
137,27/06/2015,1.029278,0.987445,1.033475,0.995391,0.970208,1.024490,0.991334
138,28/06/2015,1.029278,0.987445,1.033475,0.995391,0.970208,1.024490,0.991334
139,29/06/2015,1.019743,0.992133,1.032093,1.003024,0.979620,1.016524,0.993550
140,30/06/2015,1.017640,0.984355,1.029146,0.993581,0.981893,1.011221,0.996140
141,01/07/2015,1.025467,0.975395,1.023766,0.978877,0.974457,1.002057,0.989404
142,02/07/2015,1.023267,0.980110,1.024294,0.984418,0.976523,1.005820,0.989158
143,03/07/2015,1.021363,0.982769,1.021598,0.987664,0.978583,1.004107,0.972590
144,04/07/2015,1.021363,0.982769,1.021598,0.987664,0.978583,1.004107,0.972590
145,05/07/2015,1.021363,0.982769,1.021598,0.987664,0.978583,1.004107,0.972590
146,06/07/2015,1.020029,0.976753,1.023575,0.984909,0.980092,0.996659,0.968457
147,07/07/2015,1.019239,0.973301,1.014442,0.981132,0.981060,0.992152,0.965764
148,08/07/2015,1.006282,0.978699,1.008346,0.982128,0.994274,0.991201,0.961035
149,09/07/2015,1.012927,0.977996,1.008609,0.979745,0.987428,0.992714,0.965958
150,10/07/2015,1.021006,0.986740,1.018189,0.992986,0.979061,0.996879,0.963445
151,11/07/2015,1.021006,0.986740,1.018189,0.992986,0.979061,0.996879,0.963445
152,12/07/2015,1.021006,0.986740,1.018189,0.992986,0.979061,0.996879,0.963445
153,13/07/2015,1.028025,0.971579,1.015715,0.977168,0.972485,0.989491,0.957279
154,14/07/2015,1.025832,0.973129,1.025864,0.982887,0.974457,0.990579,0.964274
155,15/07/2015,1.030585,0.967432,1.025671,0.975320,0.970130,0.976019,0.954817
156,16/07/2015,1.032872,0.962345,1.024294,0.970327,0.967950,0.972926,0.960077
157,17/07/2015,1.032218,0.957654,1.023766,0.966168,0.968722,0.972611,0.954610
158,18/07/2015,1.032218,0.957654,1.023766,0.966168,0.968722,0.972611,0.954610
159,19/07/2015,1.032218,0.957654,1.023766,0.966168,0.968722,0.972611,0.954610
160,20/07/2015,1.034204,0.957872,1.021726,0.963982,0.966821,0.970860,0.955206
161,21/07/2015,1.030519,0.967114,1.020549,0.969415,0.970208,0.974813,0.961294
162,22/07/2015,1.032332,0.965973,1.024358,0.967698,0.968582,0.967502,0.955076
163,23/07/2015,1.030795,0.971451,1.018158,0.968102,0.970083,0.969159,0.952615
164,24/07/2015,1.030272,0.970384,1.017731,0.964582,0.970757,0.967279,0.943444
165,25/07/2015,1.030272,0.970384,1.017731,0.964582,0.970757,0.967279,0.943444
166,26/07/2015,1.030272,0.970384,1.017731,0.964582,0.970757,0.967279,0.943444
167,27/07/2015,1.025792,0.980382,1.021089,0.965385,0.975089,0.967725,0.942123
168,28/07/2015,1.028279,0.978255,1.024166,0.965756,0.972438,0.975891,0.951450
169,29/07/2015,1.031375,0.971013,1.023575,0.960026,0.969582,0.974459,0.945232
170,30/07/2015,1.032509,0.967051,1.023718,0.959104,0.968558,0.970121,0.944817
171,31/07/2015,1.031197,0.971226,1.025078,0.964963,0.969817,0.964160,0.945283
172,01/08/2015,1.031197,0.971226,1.025078,0.964963,0.969817,0.964160,0.945283
173,02/08/2015,1.031197,0.971226,1.025078,0.964963,0.969817,0.964160,0.945283
174,03/08/2015,1.031654,0.968534,1.022809,0.958213,0.969543,0.958877,0.942330
175,04/08/2015,1.034286,0.962607,1.021407,0.949688,0.966976,0.956413,0.954947
176,05/08/2015,1.037929,0.963856,1.023830,0.948582,0.963441,0.958083,0.952097
177,06/08/2015,1.037956,0.965973,1.017810,0.946697,0.963410,0.962160,0.951307
178,07/08/2015,1.033744,0.969948,1.016675,0.945242,0.967397,0.960849,0.960841
179,08/08/2015,1.033744,0.969948,1.016675,0.945242,0.967397,0.960849,0.960841
180,09/08/2015,1.033744,0.969948,1.016675,0.945242,0.967397,0.960849,0.960841
181,10/08/2015,1.036745,0.973923,1.022474,0.944185,0.964346,0.969703,0.960129
182,11/08/2015,1.040639,0.976138,1.022394,0.939828,0.960822,0.963130,0.946786
183,12/08/2015,1.033737,0.986651,1.024486,0.952220,0.967124,0.972259,0.955854
184,13/08/2015,1.034679,0.986651,1.024614,0.952122,0.966284,0.965710,0.955076
185,14/08/2015,1.034149,0.982146,1.026586,0.951634,0.966852,0.963498,0.954843
186,15/08/2015,1.034149,0.982146,1.026586,0.951634,0.966852,0.963498,0.954843
187,16/08/2015,1.034149,0.982146,1.026586,0.951634,0.966852,0.963498,0.954843
188,17/08/2015,1.035394,0.979317,1.022458,0.949397,0.965702,0.963498,0.954558
189,18/08/2015,1.034876,0.975148,1.027696,0.950174,0.966222,0.966154,0.950414
190,19/08/2015,1.030964,0.982856,1.028888,0.961686,0.969919,0.961368,0.952356
191,20/08/2015,1.027009,0.993370,1.029405,0.968304,0.973667,0.964853,0.950154
192,21/08/2015,1.015828,1.006983,1.029809,0.981505,0.984758,0.957051,0.946967
193,22/08/2015,1.015828,1.006983,1.029809,0.981505,0.984758,0.957051,0.946967
194,23/08/2015,1.015828,1.006983,1.029809,0.981505,0.984758,0.957051,0.946967
195,24/08/2015,0.990747,1.023965,1.034127,0.995925,1.010817,0.949718,0.928780
196,25/08/2015,0.988247,1.021127,1.029728,0.988926,1.013751,0.945377,0.920102
197,26/08/2015,1.000605,1.002483,1.015699,0.975628,1.000933,0.948647,0.922666
198,27/08/2015,1.008177,0.994342,1.011237,0.962084,0.993116,0.956558,0.928910
199,28/08/2015,1.013795,0.988693,1.009929,0.965184,0.987428,0.955775,0.927291
200,29/08/2015,1.013795,0.988693,1.009929,0.965184,0.987428,0.955775,0.927291
201,30/08/2015,1.013795,0.988693,1.009929,0.965184,0.987428,0.955775,0.927291
202,31/08/2015,1.008957,0.992389,1.007897,0.962284,0.992411,0.959979,0.920620
203,01/09/2015,0.998165,0.998362,1.004102,0.967396,1.003801,0.952011,0.907770
204,02/09/2015,1.005155,0.991521,1.004286,0.957620,0.996600,0.951150,0.912200
205,03/09/2015,1.001055,0.983556,1.001267,0.953687,1.000950,0.956703,0.908832
206,04/09/2015,0.992960,0.985683,0.995357,0.954961,1.009747,0.950362,0.894389
207,05/09/2015,0.992960,0.985683,0.995357,0.954961,1.009747,0.950362,0.894389
208,06/09/2015,0.992960,0.985683,0.995357,0.954961,1.009747,0.950362,0.894389
209,07/09/2015,0.996030,0.986916,1.002644,0.952025,1.006424,0.948846,0.899246
210,08/09/2015,1.001230,0.990754,1.010442,0.949785,1.000674,0.955833,0.911293
211,09/09/2015,1.002903,0.991932,1.007556,0.952415,0.999102,0.950140,0.902096
212,10/09/2015,1.005333,0.998137,1.013079,0.954275,0.996278,0.953370,0.915723
213,11/09/2015,1.004932,1.002256,1.012298,0.958559,0.996616,0.951501,0.918521
214,12/09/2015,1.004932,1.002256,1.012298,0.958559,0.996616,0.951501,0.918521
215,13/09/2015,1.004932,1.002256,1.012298,0.958559,0.996616,0.951501,0.918521
216,14/09/2015,1.003090,0.999616,1.012095,0.959203,0.998421,0.952155,0.927355
217,15/09/2015,1.003826,0.996449,1.006706,0.953383,0.997808,0.952658,0.922952
218,16/09/2015,1.004259,0.998238,1.018063,0.957324,0.997071,0.958156,0.932460
219,17/09/2015,1.000323,1.007867,1.021407,0.965314,1.001033,0.957647,0.931100
220,18/09/2015,0.999965,0.999299,1.019107,0.959203,1.001584,0.954099,0.930270
221,19/09/2015,0.999965,0.999299,1.019107,0.959203,1.001584,0.954099,0.930270
222,20/09/2015,0.999965,0.999299,1.019107,0.959203,1.001584,0.954099,0.930270
223,21/09/2015,1.004318,0.989301,1.017416,0.955649,0.997278,0.952298,0.923081
224,22/09/2015,1.001203,0.983096,1.007293,0.952122,1.000750,0.950576,0.916604
225,23/09/2015,1.002352,0.989213,1.000610,0.948524,0.999750,0.946867,0.906241
226,24/09/2015,1.002667,0.988240,0.998965,0.949591,0.999418,0.945873,0.908055
227,25/09/2015,1.005419,0.989778,0.996204,0.948718,0.996542,0.946597,0.909803
228,26/09/2015,1.005419,0.989778,0.996204,0.948718,0.996542,0.946597,0.909803
229,27/09/2015,1.005419,0.989778,0.996204,0.948718,0.996542,0.946597,0.909803
230,28/09/2015,0.999547,0.992846,0.994905,0.952806,1.002754,0.941778,0.902743
231,29/09/2015,0.999631,0.995047,0.994437,0.956437,1.002586,0.940234,0.906759
232,30/09/2015,0.999616,0.987633,0.992211,0.953393,1.002595,0.947436,0.907951
233,01/10/2015,0.999124,0.989523,0.993203,0.951342,1.003005,0.952536,0.911293
234,02/10/2015,0.999539,0.991209,0.995947,0.956437,1.002394,0.959300,0.913327
235,03/10/2015,0.999539,0.991209,0.995947,0.956437,1.002394,0.959300,0.913327
236,04/10/2015,0.999539,0.991209,0.995947,0.956437,1.002394,0.959300,0.913327
237,05/10/2015,1.004102,0.989678,0.994241,0.952122,0.997584,0.964381,0.917641
238,06/10/2015,1.002058,0.996113,0.998904,0.959936,0.999418,0.967265,0.926967
239,07/10/2015,0.999455,0.993638,1.004778,0.954177,1.002127,0.965703,0.931760
240,08/10/2015,0.999305,0.997788,1.007123,0.961188,1.002010,0.970650,0.941165
241,09/10/2015,1.001651,1.004420,1.004409,0.965887,0.999335,0.975400,0.949558
242,10/10/2015,1.001651,1.004420,1.004409,0.965887,0.999335,0.975400,0.949558
243,11/10/2015,1.001651,1.004420,1.004409,0.965887,0.999335,0.975400,0.949558
244,12/10/2015,0.999789,1.003850,1.006243,0.964683,1.001325,0.969718,0.951061
245,13/10/2015,0.997627,1.006455,1.001007,0.969112,1.003759,0.969196,0.935387
246,14/10/2015,0.990094,1.014459,1.015573,0.978197,1.011277,0.976548,0.947693
247,15/10/2015,0.991868,1.004968,1.015039,0.976243,1.009408,0.981639,0.948859
248,16/10/2015,0.995137,1.003519,1.013142,0.973786,1.006146,0.977002,0.940452
249,17/10/2015,0.995137,1.003519,1.013142,0.973786,1.006146,0.977002,0.940452
250,18/10/2015,0.995137,1.003519,1.013142,0.973786,1.006146,0.977002,0.940452
251,19/10/2015,0.995790,1.001507,1.015039,0.971169,1.005581,0.969048,0.939688
252,20/10/2015,0.997948,1.003713,1.013533,0.971403,1.003256,0.971615,0.941165
253,21/10/2015,0.998677,1.003189,1.011923,0.968283,1.002737,0.960673,0.934455
254,22/10/2015,1.007091,0.979578,1.009246,0.953980,0.994291,0.962689,0.933936
255,23/10/2015,1.011946,0.974363,1.004871,0.949300,0.989461,0.958658,0.934001
256,24/10/2015,1.011946,0.974363,1.004871,0.949300,0.989461,0.958658,0.934001
257,25/10/2015,1.011946,0.974363,1.004871,0.949300,0.989461,0.958658,0.934001
258,26/10/2015,1.007873,0.978255,1.007556,0.945299,0.993559,0.959030,0.938911
259,27/10/2015,1.004354,0.975696,1.004609,0.940932,0.997452,0.950791,0.931371
260,28/10/2015,1.007634,0.966142,1.001909,0.934682,0.994291,0.956485,0.919324
261,29/10/2015,1.008641,0.971878,1.005317,0.939314,0.993140,0.958811,0.918158
262,30/10/2015,1.005246,0.973215,1.012220,0.940360,0.996434,0.965555,0.924027
263,31/10/2015,1.005470,0.973215,1.012220,0.940360,0.996210,0.964974,0.924027
264,01/11/2015,1.005470,0.973215,1.012220,0.940360,0.996210,0.964974,0.924027
265,02/11/2015,1.006723,0.973837,1.011892,0.940951,0.994884,0.963645,0.927123
266,03/11/2015,1.009175,0.969235,1.011580,0.937134,0.992361,0.965754,0.930983
267,04/11/2015,1.012571,0.960756,1.009665,0.935341,0.989135,0.959110,0.924376
268,05/11/2015,1.014070,0.962167,0.997855,0.933226,0.987672,0.958593,0.925412
269,06/11/2015,1.026332,0.949559,0.987417,0.923528,0.975881,0.948454,0.911462
270,07/11/2015,1.026435,0.949559,0.987417,0.923528,0.975780,0.948269,0.911462
271,08/11/2015,1.026435,0.949559,0.987417,0.923528,0.975780,0.948269,0.911462
272,09/11/2015,1.025721,0.951163,0.992016,0.925848,0.976381,0.951085,0.913158
273,10/11/2015,1.025807,0.949222,0.993187,0.923887,0.976325,0.951379,0.912576
274,11/11/2015,1.023090,0.951470,0.998843,0.925433,0.978926,0.952011,0.915555
275,12/11/2015,1.021370,0.956069,0.999467,0.928366,0.980499,0.949932,0.924182
276,13/11/2015,1.021733,0.952413,0.999497,0.923436,0.980251,0.947094,0.923068
277,14/11/2015,1.022603,0.952413,0.999497,0.923436,0.979386,0.946717,0.923068
278,15/11/2015,1.022603,0.952413,0.999497,0.923436,0.979386,0.946717,0.923068
279,16/11/2015,1.027284,0.944839,0.997522,0.920006,0.974884,0.946512,0.918754
280,17/11/2015,1.028740,0.940937,0.998508,0.915697,0.973470,0.947393,0.921009
281,18/11/2015,1.029368,0.943246,0.999771,0.911473,0.972840,0.948718,0.921682
282,19/11/2015,1.024256,0.948214,1.002981,0.916366,0.977691,0.948975,0.931125
283,20/11/2015,1.023212,0.941549,0.996870,0.912216,0.978822,0.945242,0.937278
284,21/11/2015,1.023212,0.941549,0.996870,0.912216,0.978822,0.945242,0.937278
285,22/11/2015,1.024464,0.941549,0.996870,0.910946,0.977604,0.944655,0.936268
286,23/11/2015,1.024484,0.940777,0.992541,0.912118,0.977667,0.944365,0.931100
287,24/11/2015,1.021064,0.940937,0.989711,0.913176,0.980940,0.948433,0.939856
288,25/11/2015,1.022498,0.939268,0.992181,0.908975,0.979540,0.948846,0.939558
289,26/11/2015,1.022224,0.937455,0.990623,0.907261,0.979908,0.949046,0.934739
290,27/11/2015,1.023970,0.936591,0.986334,0.901913,0.978344,0.943532,0.931306
291,28/11/2015,1.024136,0.936591,0.986334,0.901913,0.978184,0.943121,0.931306
292,29/11/2015,1.024136,0.936591,0.986334,0.901913,0.978184,0.943121,0.931306
293,30/11/2015,1.026926,0.934670,0.987878,0.902614,0.975327,0.945179,0.936553
294,01/12/2015,1.024375,0.939348,0.989189,0.904989,0.977667,0.944386,0.948341
295,02/12/2015,1.026871,0.938211,0.980731,0.911956,0.975200,0.945242,0.945776
296,03/12/2015,1.021785,0.964993,0.992932,0.934588,0.979756,0.945313,0.948988
297,04/12/2015,1.025882,0.961989,0.991491,0.932430,0.975723,0.944450,0.949934
298,05/12/2015,1.025828,0.961989,0.991491,0.932430,0.975780,0.944105,0.949934
299,06/12/2015,1.025828,0.961989,0.991491,0.932430,0.975780,0.944105,0.949934
300,07/12/2015,1.027165,0.957747,0.987373,0.928329,0.974773,0.934011,0.939973
301,08/12/2015,1.024247,0.963048,0.984735,0.935435,0.977691,0.929128,0.935595
302,09/12/2015,1.014321,0.974009,0.996143,0.944473,0.987428,0.929977,0.936890
303,10/12/2015,1.014488,0.967834,0.994633,0.939980,0.987347,0.925475,0.941799
304,11/12/2015,1.007758,0.972188,0.998448,0.944761,0.994373,0.917353,0.930361
305,12/12/2015,1.008313,0.972188,0.998448,0.944761,0.993807,0.916928,0.930361
306,13/12/2015,1.008313,0.972188,0.998448,0.944761,0.993807,0.916928,0.930361
307,14/12/2015,1.009588,0.971803,0.994618,0.942364,0.992402,0.919144,0.939532
308,15/12/2015,1.014464,0.966787,0.986942,0.937427,0.987631,0.919044,0.932589
309,16/12/2015,1.020879,0.961330,0.982626,0.935567,0.981276,0.914938,0.933314
310,17/12/2015,1.021060,0.958641,0.979457,0.933930,0.981380,0.906133,0.922822
311,18/12/2015,1.010467,0.960808,0.977108,0.936378,0.992050,0.904172,0.928846
312,19/12/2015,1.011103,0.960808,0.977108,0.936378,0.991403,0.903870,0.928846
313,20/12/2015,1.011103,0.960808,0.977108,0.936378,0.991403,0.903870,0.928846
314,21/12/2015,1.010984,0.964729,0.977312,0.935529,0.991453,0.904328,0.932265
315,22/12/2015,1.009464,0.968004,0.972488,0.940170,0.992894,0.906459,0.936527
316,23/12/2015,1.008681,0.964392,0.976003,0.937607,0.993674,0.910843,0.936553
317,24/12/2015,1.002404,0.969767,0.978449,0.941648,1.000000,0.912457,0.941604
